"Suburb","Address","Rooms","Type","Price","Date","Distance","Bedroom","Bathroom","Car","Regionname","Propertycount","Year","Price_thousand"
"Rosanna","21 Darvall St",2,"house,cottage,villa,semi,terrace",971000,2016-06-04,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",971
"Rosanna","101 Ellesmere Pde",4,"house,cottage,villa,semi,terrace",1020000,2016-05-07,11.4,4,2,2,"Eastern Metropolitan",3540,"2016",1020
"Rosanna","2/236 Lower Plenty Rd",3,"unit,duplex",560000,2016-05-07,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",560
"Rosanna","21 Ruthven St",3,"house,cottage,villa,semi,terrace",1050000,2016-05-07,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",1050
"Rosanna","48 Grove Rd",3,"house,cottage,villa,semi,terrace",1155000,2016-09-10,11.4,3,2,1,"Eastern Metropolitan",3540,"2016",1155
"Rosanna","16/77 St James Rd",2,"townhouse",531000,2016-09-10,11.4,2,1,1,"Eastern Metropolitan",3540,"2016",531
"Rosanna","166 Rosanna Rd",3,"house,cottage,villa,semi,terrace",620000,2016-12-10,11.4,3,1,0,"Eastern Metropolitan",3540,"2016",620
"Rosanna","70 McCrae Rd",3,"house,cottage,villa,semi,terrace",780000,2017-02-11,11.4,3,1,2,"Eastern Metropolitan",3540,"2017",780
"Rosanna","11 Thomson Dr",4,"house,cottage,villa,semi,terrace",1051000,2016-11-12,11.4,4,2,2,"Eastern Metropolitan",3540,"2016",1051
"Rosanna","1 Hillside Rd",5,"house,cottage,villa,semi,terrace",2530000,2016-08-13,11.4,5,3,1,"Eastern Metropolitan",3540,"2016",2530
"Rosanna","1/249 Lower Plenty Rd",3,"house,cottage,villa,semi,terrace",720000,2016-08-13,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",720
"Rosanna","5/37 Grandview Gr",2,"unit,duplex",633000,2016-05-14,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",633
"Rosanna","1/241 Lower Plenty Rd",2,"house,cottage,villa,semi,terrace",725000,2016-05-14,11.4,2,2,2,"Eastern Metropolitan",3540,"2016",725
"Rosanna","1/73 Lower Plenty Rd",4,"house,cottage,villa,semi,terrace",821000,2016-05-14,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",821
"Rosanna","3/9 Mountain View Pde",4,"house,cottage,villa,semi,terrace",915000,2016-05-14,11.4,4,3,2,"Eastern Metropolitan",3540,"2016",915
"Rosanna","3/201 Rosanna Rd",3,"unit,duplex",6e+05,2016-05-14,11.4,3,2,2,"Eastern Metropolitan",3540,"2016",600
"Rosanna","27 Thomson Dr",4,"house,cottage,villa,semi,terrace",890000,2016-05-14,11.4,4,3,2,"Eastern Metropolitan",3540,"2016",890
"Rosanna","180 Grandview Gr",6,"house,cottage,villa,semi,terrace",1245000,2016-04-16,11.4,3,3,4,"Eastern Metropolitan",3540,"2016",1245
"Rosanna","11/77 McCrae Rd",2,"house,cottage,villa,semi,terrace",430000,2016-04-16,11.4,2,1,1,"Eastern Metropolitan",3540,"2016",430
"Rosanna","68 Finlayson St",3,"house,cottage,villa,semi,terrace",860000,2016-07-16,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",860
"Rosanna","51 Davies St",3,"house,cottage,villa,semi,terrace",1012000,2016-09-17,11.4,3,2,1,"Eastern Metropolitan",3540,"2016",1012
"Rosanna","109 Ellesmere Pde",3,"house,cottage,villa,semi,terrace",1020000,2016-09-17,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",1020
"Rosanna","3/81 Lower Plenty Rd",2,"unit,duplex",635000,2017-03-18,11.4,2,1,1,"Eastern Metropolitan",3540,"2017",635
"Rosanna","13/77 St James Rd",2,"townhouse",515000,2017-03-18,11.4,2,1,1,"Eastern Metropolitan",3540,"2017",515
"Rosanna","206 Waiora Rd",4,"house,cottage,villa,semi,terrace",1610000,2016-06-18,11.4,4,1,4,"Eastern Metropolitan",3540,"2016",1610
"Rosanna","22 Douglas St",2,"house,cottage,villa,semi,terrace",1200000,2016-11-19,11.4,2,1,1,"Eastern Metropolitan",3540,"2016",1200
"Rosanna","54 Grove Rd",4,"house,cottage,villa,semi,terrace",1270000,2016-05-22,11.4,4,2,4,"Eastern Metropolitan",3540,"2016",1270
"Rosanna","9 Greensborough Rd",3,"house,cottage,villa,semi,terrace",515000,2016-09-24,11.4,3,2,1,"Eastern Metropolitan",3540,"2016",515
"Rosanna","4/37 Grandview Gr",3,"unit,duplex",780000,2017-02-25,11.4,3,1,2,"Eastern Metropolitan",3540,"2017",780
"Rosanna","10 Stokes St",3,"house,cottage,villa,semi,terrace",1e+06,2017-02-25,11.4,3,1,1,"Eastern Metropolitan",3540,"2017",1000
"Rosanna","1/8 Stokes St",3,"house,cottage,villa,semi,terrace",867000,2017-02-25,11.4,3,1,1,"Eastern Metropolitan",3540,"2017",867
"Rosanna","14 Invermay Gr",3,"house,cottage,villa,semi,terrace",945000,2016-07-26,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",945
"Rosanna","4/32 Lower Plenty Rd",2,"unit,duplex",618000,2016-11-27,11.4,2,1,1,"Eastern Metropolitan",3540,"2016",618
"Rosanna","14 Milford Gr",4,"house,cottage,villa,semi,terrace",1720000,2016-11-27,11.4,4,4,2,"Eastern Metropolitan",3540,"2016",1720
"Rosanna","2/237 Rosanna Rd",3,"unit,duplex",601000,2016-05-28,11.4,3,2,1,"Eastern Metropolitan",3540,"2016",601
"Rosanna","20 Finlayson St",3,"house,cottage,villa,semi,terrace",852000,2016-08-28,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",852
"Rosanna","6/3 Prospect Rd",2,"unit,duplex",452000,2016-08-28,11.4,2,1,1,"Eastern Metropolitan",3540,"2016",452
"Rosanna","7 Douglas St",4,"house,cottage,villa,semi,terrace",1021000,2016-07-30,11.4,4,2,2,"Eastern Metropolitan",3540,"2016",1021
"Rosanna","3/25 Ellesmere Pde",3,"townhouse",710000,2016-07-30,11.4,3,1,1,"Eastern Metropolitan",3540,"2016",710
"Rosanna","3/165 Mountain View Pde",3,"townhouse",990000,2016-07-30,11.4,3,2,2,"Eastern Metropolitan",3540,"2016",990
"Rosanna","23 Silk St",3,"house,cottage,villa,semi,terrace",908000,2016-07-30,11.4,3,1,2,"Eastern Metropolitan",3540,"2016",908
"Seddon","56 Hamilton St",3,"house,cottage,villa,semi,terrace",1145000,2016-09-03,6.6,3,1,1,"Western Metropolitan",2417,"2016",1145
"Seddon","14 Pole St",3,"house,cottage,villa,semi,terrace",970000,2016-12-03,6.6,3,1,0,"Western Metropolitan",2417,"2016",970
"Seddon","24/294 Nicholson St",2,"unit,duplex",450000,2016-08-06,6.6,2,1,2,"Western Metropolitan",2417,"2016",450
"Seddon","58 Station Rd",3,"house,cottage,villa,semi,terrace",1330000,2016-11-07,6.6,3,3,2,"Western Metropolitan",2417,"2016",1330
"Seddon","44 Alexander St",3,"house,cottage,villa,semi,terrace",1075000,2016-10-08,6.6,3,2,1,"Western Metropolitan",2417,"2016",1075
"Seddon","50 Hyde St",3,"house,cottage,villa,semi,terrace",937500,2016-10-08,6.6,2,2,2,"Western Metropolitan",2417,"2016",937.5
"Seddon","38 Lily St",3,"house,cottage,villa,semi,terrace",1350000,2016-10-08,6.6,3,3,2,"Western Metropolitan",2417,"2016",1350
"Seddon","15 Pentland Pde",4,"house,cottage,villa,semi,terrace",1201000,2016-12-10,6.6,4,2,1,"Western Metropolitan",2417,"2016",1201
"Seddon","61 Station Rd",3,"house,cottage,villa,semi,terrace",990000,2016-11-12,6.6,3,1,0,"Western Metropolitan",2417,"2016",990
"Seddon","1/26 emma St",2,"townhouse",720000,2016-05-14,6.6,2,1,1,"Western Metropolitan",2417,"2016",720
"Seddon","5 Henry St",2,"house,cottage,villa,semi,terrace",780000,2016-10-15,6.6,2,1,1,"Western Metropolitan",2417,"2016",780
"Seddon","64 Pilgrim St",3,"house,cottage,villa,semi,terrace",880000,2016-10-15,6.6,3,1,0,"Western Metropolitan",2417,"2016",880
"Seddon","38 Alfred St",3,"house,cottage,villa,semi,terrace",920000,2016-04-16,6.6,3,2,2,"Western Metropolitan",2417,"2016",920
"Seddon","11 Hotham St",3,"house,cottage,villa,semi,terrace",1395000,2016-04-16,6.6,3,1,2,"Western Metropolitan",2417,"2016",1395
"Seddon","16 Margaret St",3,"house,cottage,villa,semi,terrace",965000,2016-04-16,6.6,3,1,0,"Western Metropolitan",2417,"2016",965
"Seddon","258 Nicholson St",3,"house,cottage,villa,semi,terrace",920000,2016-07-16,6.6,3,2,1,"Western Metropolitan",2417,"2016",920
"Seddon","24 Perry St",3,"house,cottage,villa,semi,terrace",1001000,2016-07-16,6.6,2,1,1,"Western Metropolitan",2417,"2016",1001
"Seddon","2 Skipper La",2,"townhouse",755000,2016-07-16,6.6,2,2,1,"Western Metropolitan",2417,"2016",755
"Seddon","70 Station Rd",3,"house,cottage,villa,semi,terrace",875000,2016-07-16,6.6,3,2,2,"Western Metropolitan",2417,"2016",875
"Seddon","5 Williamstown Rd",2,"house,cottage,villa,semi,terrace",822500,2016-09-17,6.6,2,2,1,"Western Metropolitan",2417,"2016",822.5
"Seddon","52 Alexander St",2,"house,cottage,villa,semi,terrace",990000,2017-03-18,6.6,2,1,2,"Western Metropolitan",2417,"2017",990
"Seddon","22 Alfred St",3,"house,cottage,villa,semi,terrace",1080000,2017-03-18,6.6,3,1,0,"Western Metropolitan",2417,"2017",1080
"Seddon","34 Princess St",3,"house,cottage,villa,semi,terrace",1126000,2017-03-18,6.6,3,1,0,"Western Metropolitan",2417,"2017",1126
"Seddon","2 Seddon St",2,"house,cottage,villa,semi,terrace",1025000,2017-03-18,6.6,2,1,0,"Western Metropolitan",2417,"2017",1025
"Seddon","93 Williamstown Rd",5,"house,cottage,villa,semi,terrace",1275000,2017-03-18,6.6,5,3,1,"Western Metropolitan",2417,"2017",1275
"Seddon","20 Greig St",3,"house,cottage,villa,semi,terrace",881000,2016-06-18,6.6,2,1,2,"Western Metropolitan",2417,"2016",881
"Seddon","27 thomson St",2,"house,cottage,villa,semi,terrace",955000,2016-11-19,6.6,2,1,0,"Western Metropolitan",2417,"2016",955
"Seddon","4 webster St",4,"house,cottage,villa,semi,terrace",1455000,2016-11-19,6.6,4,2,3,"Western Metropolitan",2417,"2016",1455
"Seddon","8/294 Nicholson St",1,"unit,duplex",215000,2016-05-22,6.6,1,1,1,"Western Metropolitan",2417,"2016",215
"Seddon","204/2 Alexander St",2,"unit,duplex",533000,2016-08-22,6.6,2,1,1,"Western Metropolitan",2417,"2016",533
"Seddon","23 Henry St",3,"house,cottage,villa,semi,terrace",1200000,2016-08-22,6.6,2,1,1,"Western Metropolitan",2417,"2016",1200
"Seddon","32 Walter St",4,"house,cottage,villa,semi,terrace",970000,2016-04-23,6.6,2,2,1,"Western Metropolitan",2417,"2016",970
"Seddon","10/117 Albert St",2,"unit,duplex",355000,2016-09-24,6.6,2,1,1,"Western Metropolitan",2417,"2016",355
"Seddon","54 Charles St",3,"house,cottage,villa,semi,terrace",1032000,2017-02-25,6.6,3,1,0,"Western Metropolitan",2417,"2017",1032
"Seddon","8 Perry St",2,"house,cottage,villa,semi,terrace",887000,2016-07-26,6.6,2,1,1,"Western Metropolitan",2417,"2016",887
"Seddon","3 South St",3,"house,cottage,villa,semi,terrace",965000,2016-06-27,6.6,3,1,1,"Western Metropolitan",2417,"2016",965
"Seddon","6 Staff St",4,"house,cottage,villa,semi,terrace",920000,2016-05-28,6.6,2,1,0,"Western Metropolitan",2417,"2016",920
"Seddon","18 William St",4,"house,cottage,villa,semi,terrace",1270000,2016-05-28,6.6,3,1,1,"Western Metropolitan",2417,"2016",1270
"Seddon","28 Lily St",3,"house,cottage,villa,semi,terrace",1310000,2016-08-28,6.6,3,2,1,"Western Metropolitan",2417,"2016",1310
"Seddon","80 Gamon St",2,"house,cottage,villa,semi,terrace",815000,2016-07-30,6.6,2,1,0,"Western Metropolitan",2417,"2016",815
"Seddon","278 Nicholson St",2,"house,cottage,villa,semi,terrace",701000,2016-07-30,6.6,2,1,0,"Western Metropolitan",2417,"2016",701
"South Melbourne","806/50 Albert Rd",2,"unit,duplex",593000,2016-09-03,2.1,2,2,1,"Southern Metropolitan",5943,"2016",593
"South Melbourne","157 Napier St",3,"house,cottage,villa,semi,terrace",1600000,2016-09-03,2.1,3,2,1,"Southern Metropolitan",5943,"2016",1600
"South Melbourne","18 Cobden St",2,"house,cottage,villa,semi,terrace",920500,2016-12-03,2.1,2,1,0,"Southern Metropolitan",5943,"2016",920.5
"South Melbourne","396 Dorcas St",4,"house,cottage,villa,semi,terrace",1620000,2016-12-03,2.1,4,2,0,"Southern Metropolitan",5943,"2016",1620
"South Melbourne","218 Ferrars St",1,"house,cottage,villa,semi,terrace",1002000,2016-12-03,2.1,1,1,0,"Southern Metropolitan",5943,"2016",1002
"South Melbourne","294 Moray St",2,"house,cottage,villa,semi,terrace",1355000,2016-12-03,2.1,2,1,0,"Southern Metropolitan",5943,"2016",1355
"South Melbourne","25 Mountain St",3,"house,cottage,villa,semi,terrace",1270000,2017-03-04,2.1,3,1,0,"Southern Metropolitan",5943,"2017",1270
"South Melbourne","38 Tribe St",3,"house,cottage,villa,semi,terrace",2633000,2017-03-04,2.1,3,1,0,"Southern Metropolitan",5943,"2017",2633
"South Melbourne","144 Cobden St",3,"house,cottage,villa,semi,terrace",1405000,2016-06-04,2.1,3,1,1,"Southern Metropolitan",5943,"2016",1405
"South Melbourne","16/63 Dorcas St",2,"unit,duplex",575000,2016-06-04,2.1,2,2,1,"Southern Metropolitan",5943,"2016",575
"South Melbourne","3 Park Pl",1,"unit,duplex",760500,2016-06-04,2.1,2,0,0,"Southern Metropolitan",5943,"2016",760.5
"South Melbourne","352 Moray St",4,"house,cottage,villa,semi,terrace",2260000,2016-05-07,2.1,5,3,0,"Southern Metropolitan",5943,"2016",2260
"South Melbourne","33 Mountain St",2,"house,cottage,villa,semi,terrace",1150000,2016-05-07,2.1,2,1,0,"Southern Metropolitan",5943,"2016",1150
"South Melbourne","72 Smith St",3,"house,cottage,villa,semi,terrace",1595000,2016-05-07,2.1,3,2,0,"Southern Metropolitan",5943,"2016",1595
"South Melbourne","13/182 Albert Rd",2,"unit,duplex",595000,2016-11-07,2.1,2,1,1,"Southern Metropolitan",5943,"2016",595
"South Melbourne","1901/50 Albert Rd",2,"unit,duplex",490000,2016-11-07,2.1,2,1,1,"Southern Metropolitan",5943,"2016",490
"South Melbourne","247 York St",3,"house,cottage,villa,semi,terrace",1250000,2016-10-08,2.1,3,2,0,"Southern Metropolitan",5943,"2016",1250
"South Melbourne","126/69 Dorcas St",3,"unit,duplex",862000,2016-09-10,2.1,3,2,2,"Southern Metropolitan",5943,"2016",862
"South Melbourne","315 Moray St",4,"house,cottage,villa,semi,terrace",2180000,2016-12-10,2.1,4,3,1,"Southern Metropolitan",5943,"2016",2180
"South Melbourne","22A Cobden St",2,"house,cottage,villa,semi,terrace",930000,2017-02-11,2.1,2,1,0,"Southern Metropolitan",5943,"2017",930
"South Melbourne","119 Park St",2,"unit,duplex",6e+05,2016-11-12,2.1,2,1,1,"Southern Metropolitan",5943,"2016",600
"South Melbourne","25 Cobden St",3,"house,cottage,villa,semi,terrace",1200000,2016-08-13,2.1,3,2,0,"Southern Metropolitan",5943,"2016",1200
"South Melbourne","54b Napier St",2,"unit,duplex",612000,2016-05-14,2.1,2,1,1,"Southern Metropolitan",5943,"2016",612
"South Melbourne","6b Napier St",1,"unit,duplex",380000,2016-10-15,2.1,1,1,1,"Southern Metropolitan",5943,"2016",380
"South Melbourne","16 Tribe St",3,"house,cottage,villa,semi,terrace",2e+06,2016-10-15,2.1,3,2,1,"Southern Metropolitan",5943,"2016",2000
"South Melbourne","14/182 Albert Rd",2,"unit,duplex",1500000,2016-04-16,2.1,2,2,2,"Southern Metropolitan",5943,"2016",1500
"South Melbourne","50 Bridport St",2,"house,cottage,villa,semi,terrace",2e+06,2016-04-16,2.1,2,2,1,"Southern Metropolitan",5943,"2016",2000
"South Melbourne","203/196 Albert Rd",2,"unit,duplex",1050000,2016-09-17,2.1,2,2,2,"Southern Metropolitan",5943,"2016",1050
"South Melbourne","481 City Rd",2,"house,cottage,villa,semi,terrace",1100000,2016-09-17,2.1,2,1,2,"Southern Metropolitan",5943,"2016",1100
"South Melbourne","24 Lyell St",3,"house,cottage,villa,semi,terrace",1250000,2016-09-17,2.1,3,2,1,"Southern Metropolitan",5943,"2016",1250
"South Melbourne","248 Montague St",3,"house,cottage,villa,semi,terrace",1650000,2016-09-17,2.1,3,2,0,"Southern Metropolitan",5943,"2016",1650
"South Melbourne","58C Napier St",3,"house,cottage,villa,semi,terrace",770000,2017-03-18,2.1,3,2,1,"Southern Metropolitan",5943,"2017",770
"South Melbourne","1009/148 Wells St",2,"unit,duplex",561000,2017-03-18,2.1,2,1,1,"Southern Metropolitan",5943,"2017",561
"South Melbourne","296 Albert Rd",3,"house,cottage,villa,semi,terrace",1825000,2016-06-18,2.1,3,2,2,"Southern Metropolitan",5943,"2016",1825
"South Melbourne","48 Glover St",2,"house,cottage,villa,semi,terrace",1200000,2016-06-18,2.1,2,2,1,"Southern Metropolitan",5943,"2016",1200
"South Melbourne","301/142 Park St",3,"unit,duplex",1550000,2016-06-18,2.1,3,4,2,"Southern Metropolitan",5943,"2016",1550
"South Melbourne","93A Eastern Rd",3,"house,cottage,villa,semi,terrace",891000,2016-11-19,2.1,3,2,1,"Southern Metropolitan",5943,"2016",891
"South Melbourne","8 Fitzpatrick St",3,"townhouse",1450000,2016-11-19,2.1,3,2,1,"Southern Metropolitan",5943,"2016",1450
"South Melbourne","1/295 Clarendon St",2,"unit,duplex",1360000,2016-05-22,2.1,2,1,2,"Southern Metropolitan",5943,"2016",1360
"South Melbourne","46 Cobden St",3,"house,cottage,villa,semi,terrace",1390000,2016-05-22,2.1,3,2,1,"Southern Metropolitan",5943,"2016",1390
"South Melbourne","18a Iffla St",4,"house,cottage,villa,semi,terrace",1615000,2016-05-22,2.1,4,3,2,"Southern Metropolitan",5943,"2016",1615
"South Melbourne","5/182 Albert Rd",1,"unit,duplex",480000,2016-04-23,2.1,1,1,1,"Southern Metropolitan",5943,"2016",480
"South Melbourne","10 Coote St",3,"townhouse",1185000,2016-04-23,2.1,3,2,1,"Southern Metropolitan",5943,"2016",1185
"South Melbourne","372 Dorcas St",3,"house,cottage,villa,semi,terrace",2300000,2016-09-24,2.1,3,2,2,"Southern Metropolitan",5943,"2016",2300
"South Melbourne","16 Glover St",3,"house,cottage,villa,semi,terrace",1720000,2017-02-25,2.1,3,1,0,"Southern Metropolitan",5943,"2017",1720
"South Melbourne","1107/50 Albert Rd",1,"unit,duplex",320000,2016-11-27,2.1,1,1,0,"Southern Metropolitan",5943,"2016",320
"South Melbourne","5/38 Bank St",3,"unit,duplex",742000,2016-11-27,2.1,3,2,2,"Southern Metropolitan",5943,"2016",742
"South Melbourne","164 Cecil St",3,"house,cottage,villa,semi,terrace",2075000,2016-11-27,2.1,3,2,0,"Southern Metropolitan",5943,"2016",2075
"South Melbourne","52 Eastern Rd",3,"house,cottage,villa,semi,terrace",2525000,2016-11-27,2.1,3,2,1,"Southern Metropolitan",5943,"2016",2525
"South Melbourne","116/88 Park St",2,"unit,duplex",560000,2016-07-30,2.1,2,2,1,"Southern Metropolitan",5943,"2016",560
"South Melbourne","72/1 Sandilands St",2,"unit,duplex",690000,2016-07-30,2.1,2,2,2,"Southern Metropolitan",5943,"2016",690
"South Yarra","11/276 Domain Rd",1,"unit,duplex",430000,2016-09-03,3.3,2,1,1,"Southern Metropolitan",14887,"2016",430
"South Yarra","5/38 MacFarlan St",2,"unit,duplex",722000,2016-09-03,3.3,2,1,1,"Southern Metropolitan",14887,"2016",722
"South Yarra","301/89 River St",2,"unit,duplex",930000,2016-09-03,3.3,2,2,2,"Southern Metropolitan",14887,"2016",930
"South Yarra","18/34 Rockley Rd",1,"unit,duplex",467500,2016-09-03,3.3,1,1,1,"Southern Metropolitan",14887,"2016",467.5
"South Yarra","9/10 Tivoli Rd",2,"unit,duplex",475000,2016-09-03,3.3,2,1,0,"Southern Metropolitan",14887,"2016",475
"South Yarra","202/8 Bond St",2,"unit,duplex",850000,2016-12-03,3.3,2,2,2,"Southern Metropolitan",14887,"2016",850
"South Yarra","43/100 Commercial Rd",3,"unit,duplex",1230000,2016-12-03,3.3,3,2,2,"Southern Metropolitan",14887,"2016",1230
"South Yarra","4/38 MacFarlan St",2,"unit,duplex",965000,2016-12-03,3.3,2,2,2,"Southern Metropolitan",14887,"2016",965
"South Yarra","413/35 Malcolm St",1,"unit,duplex",315000,2016-12-03,3.3,1,1,0,"Southern Metropolitan",14887,"2016",315
"South Yarra","16 Oxford St",3,"house,cottage,villa,semi,terrace",1510000,2016-12-03,3.3,3,5,0,"Southern Metropolitan",14887,"2016",1510
"South Yarra","1906/229 Toorak Rd",1,"unit,duplex",402000,2016-12-03,3.3,1,1,1,"Southern Metropolitan",14887,"2016",402
"South Yarra","6/371 Toorak Rd",3,"unit,duplex",1880000,2016-12-03,3.3,3,2,2,"Southern Metropolitan",14887,"2016",1880
"South Yarra","2/53 Caroline St",1,"unit,duplex",422000,2017-03-04,3.3,1,1,0,"Southern Metropolitan",14887,"2017",422
"South Yarra","8/18 Darling St",2,"unit,duplex",535000,2017-03-04,3.3,2,1,1,"Southern Metropolitan",14887,"2017",535
"South Yarra","15/9 Darling St",2,"unit,duplex",990000,2017-03-04,3.3,2,2,2,"Southern Metropolitan",14887,"2017",990
"South Yarra","7/32 Marne St",2,"unit,duplex",695000,2017-03-04,3.3,2,1,0,"Southern Metropolitan",14887,"2017",695
"South Yarra","503/99 River St",2,"unit,duplex",978500,2017-03-04,3.3,2,2,2,"Southern Metropolitan",14887,"2017",978.5
"South Yarra","5/6 Tivoli Pl",2,"unit,duplex",863000,2017-03-04,3.3,2,2,1,"Southern Metropolitan",14887,"2017",863
"South Yarra","6/176 Walsh St",2,"unit,duplex",680000,2017-03-04,3.3,2,1,1,"Southern Metropolitan",14887,"2017",680
"South Yarra","1/47 Wilson St",2,"unit,duplex",840000,2017-03-04,3.3,2,2,1,"Southern Metropolitan",14887,"2017",840
"South Yarra","1106/1 Clara St",1,"unit,duplex",450000,2016-06-04,3.3,1,1,1,"Southern Metropolitan",14887,"2016",450
"South Yarra","29/100 Commercial Rd",3,"unit,duplex",750000,2016-06-04,3.3,3,2,2,"Southern Metropolitan",14887,"2016",750
"South Yarra","13/55 Darling St",2,"unit,duplex",650000,2016-06-04,3.3,2,1,1,"Southern Metropolitan",14887,"2016",650
"South Yarra","10/34 MacFarlan St",2,"unit,duplex",775000,2016-06-04,3.3,2,1,1,"Southern Metropolitan",14887,"2016",775
"South Yarra","20/30 Mona Pl",2,"unit,duplex",572000,2016-06-04,3.3,2,1,1,"Southern Metropolitan",14887,"2016",572
"South Yarra","507/99 River St",1,"unit,duplex",510000,2016-06-04,3.3,1,1,1,"Southern Metropolitan",14887,"2016",510
"South Yarra","2/13 Motherwell St",1,"unit,duplex",465000,2016-08-06,3.3,1,1,1,"Southern Metropolitan",14887,"2016",465
"South Yarra","402/89 River St",2,"unit,duplex",801000,2016-08-06,3.3,2,2,1,"Southern Metropolitan",14887,"2016",801
"South Yarra","8/24 Fitzgerald St",2,"unit,duplex",623500,2016-05-07,3.3,2,1,1,"Southern Metropolitan",14887,"2016",623.5
"South Yarra","8/99 Osborne St",1,"unit,duplex",409000,2016-05-07,3.3,1,1,1,"Southern Metropolitan",14887,"2016",409
"South Yarra","12 Stables La",1,"unit,duplex",370000,2016-05-07,3.3,1,1,1,"Southern Metropolitan",14887,"2016",370
"South Yarra","1/14 Arthur St",3,"townhouse",1250000,2016-11-07,3.3,3,2,1,"Southern Metropolitan",14887,"2016",1250
"South Yarra","308/700 Chapel St",1,"unit,duplex",480000,2016-11-07,3.3,1,1,1,"Southern Metropolitan",14887,"2016",480
"South Yarra","29 MacFarlan St",2,"house,cottage,villa,semi,terrace",2325000,2016-11-07,3.3,2,2,2,"Southern Metropolitan",14887,"2016",2325
"South Yarra","4/957 Punt Rd",2,"unit,duplex",659000,2016-11-07,3.3,2,1,1,"Southern Metropolitan",14887,"2016",659
"South Yarra","19/110 Caroline St",2,"unit,duplex",780000,2016-10-08,3.3,2,1,1,"Southern Metropolitan",14887,"2016",780
"South Yarra","403/700 Chapel St",2,"unit,duplex",865000,2016-10-08,3.3,2,2,1,"Southern Metropolitan",14887,"2016",865
"South Yarra","26 Fawkner St",2,"house,cottage,villa,semi,terrace",1455000,2016-10-08,3.3,2,1,0,"Southern Metropolitan",14887,"2016",1455
"South Yarra","6/24 Kensington Rd",2,"townhouse",1365000,2016-10-08,3.3,3,2,1,"Southern Metropolitan",14887,"2016",1365
"South Yarra","9/372 Toorak Rd",1,"unit,duplex",411000,2016-10-08,3.3,1,1,1,"Southern Metropolitan",14887,"2016",411
"South Yarra","2/403 Toorak Rd",1,"unit,duplex",360500,2016-10-08,3.3,1,1,1,"Southern Metropolitan",14887,"2016",360.5
"South Yarra","2/1 Walsh St",2,"unit,duplex",1300000,2016-10-08,3.3,2,2,2,"Southern Metropolitan",14887,"2016",1300
"South Yarra","6/1 Walsh St",2,"unit,duplex",1300000,2016-10-08,3.3,2,2,1,"Southern Metropolitan",14887,"2016",1300
"South Yarra","1/35 Marne St",3,"unit,duplex",1630000,2016-09-10,3.3,3,1,1,"Southern Metropolitan",14887,"2016",1630
"South Yarra","9/46 Darling St",2,"unit,duplex",625000,2016-12-10,3.3,2,1,1,"Southern Metropolitan",14887,"2016",625
"South Yarra","20 Fawkner St",2,"house,cottage,villa,semi,terrace",2430000,2016-12-10,3.3,2,1,2,"Southern Metropolitan",14887,"2016",2430
"South Yarra","6/2 May Gr",1,"unit,duplex",490000,2016-12-10,3.3,1,1,1,"Southern Metropolitan",14887,"2016",490
"South Yarra","8/44 Murphy St",1,"unit,duplex",955000,2016-12-10,3.3,1,1,1,"Southern Metropolitan",14887,"2016",955
"South Yarra","6/97 Osborne St",1,"unit,duplex",380000,2016-12-10,3.3,1,1,1,"Southern Metropolitan",14887,"2016",380
"South Yarra","22/382 Toorak Rd",2,"unit,duplex",601000,2016-12-10,3.3,2,1,1,"Southern Metropolitan",14887,"2016",601
"South Yarra","16/124 Caroline St",1,"unit,duplex",450000,2017-02-11,3.3,1,1,0,"Southern Metropolitan",14887,"2017",450
"South Yarra","33a Clara St",2,"house,cottage,villa,semi,terrace",1500000,2016-06-12,3.3,2,1,2,"Southern Metropolitan",14887,"2016",1500
"South Yarra","91/390 Toorak Rd",2,"unit,duplex",1030000,2016-06-12,3.3,2,2,1,"Southern Metropolitan",14887,"2016",1030
"South Yarra","8/57 Adams St",1,"unit,duplex",555000,2016-11-12,3.3,1,1,1,"Southern Metropolitan",14887,"2016",555
"South Yarra","18 Avoca St",4,"house,cottage,villa,semi,terrace",5700000,2016-11-12,3.3,4,2,0,"Southern Metropolitan",14887,"2016",5700
"South Yarra","40 Fawkner St",3,"house,cottage,villa,semi,terrace",2300000,2016-11-12,3.3,3,2,1,"Southern Metropolitan",14887,"2016",2300
"South Yarra","18/33 Kensington Rd",1,"unit,duplex",515000,2016-11-12,3.3,1,1,1,"Southern Metropolitan",14887,"2016",515
"South Yarra","76 Leopold St",3,"house,cottage,villa,semi,terrace",2695000,2016-11-12,3.3,3,2,1,"Southern Metropolitan",14887,"2016",2695
"South Yarra","10 Luxton Rd",3,"house,cottage,villa,semi,terrace",2870000,2016-11-12,3.3,3,2,2,"Southern Metropolitan",14887,"2016",2870
"South Yarra","1/63 Millswyn St",2,"unit,duplex",805000,2016-11-12,3.3,2,1,1,"Southern Metropolitan",14887,"2016",805
